host_id,host_identity_verified,host_name,calculated_host_listings_count
72548512275,verified,Breath Beyond,3
7352005555,unconfirmed,Kunal,1
30019082425,verified,Gingie,1
85914057752,unconfirmed,Reed,1
41147067258,verified,Eli,1
83304435557,unconfirmed,Anna,1
65780424230,unconfirmed,Sara Cecilia,1
96040721085,unconfirmed,Lorraine,2
91611772806,unconfirmed,Lindsay,1
31057116426,unconfirmed,Matthew,1
53464770165,verified,Hans,2
8346047741,unconfirmed,Sinida,2
90979739853,verified,Heather,1
15839519090,verified,Wayne,1
64097898988,unconfirmed,Jessica,1
80473749153,verified,Angela,1
31483752026,verified,Chris,1
82136129297,unconfirmed,Yazmiyn,1
11023045857,unconfirmed,Natalia,1
33660785496,unconfirmed,Danielle,1
83293747383,unconfirmed,Zac,1
40651065830,verified,Daniel,1
41125310882,verified,Dena,1
83933757029,unconfirmed,Spencer,1
29642361861,unconfirmed,Jessica,2
10365332269,unconfirmed,Peter,1
74087750577,unconfirmed,Nicky,1
41233079384,verified,Alexander,1
3167079556,unconfirmed,Nicole,1
97609195996,verified,Deborah,1
56107517237,unconfirmed,Kyle,1
88626031008,verified,Amy,12
9245386792,unconfirmed,Jean,2
60225215879,unconfirmed,George,1
27786296377,verified,Kevin And Kitty,4
48855467130,verified,Charlotte And Mary,2
89580116342,unconfirmed,Brian,1
12428904730,unconfirmed,Neha,2
85216751998,verified,Paul,1
64838774734,unconfirmed,Agustina,1
25760409634,unconfirmed,Leslie,1
68537109912,unconfirmed,Ryan,1
64922883536,verified,Sabina,1
88572236852,unconfirmed,Sami,1
21917260034,verified,Andrew,1
87885563679,unconfirmed,Samantha,1
76514419911,verified,Jennifer,1
55294650526,unconfirmed,Elizabeth,1
31885145310,verified,Kara,1
48738747871,verified,Elena,1
25080616566,verified,Corey,1
26786122779,verified,Rupi,2
63466580791,verified,Lauren,1
58093698346,verified,Ken,87
1321733835,verified,Claudia,1
91049446612,unconfirmed,Ken,87
60156743485,unconfirmed,Jose,4
58215118635,verified,Ivette,1
17664522533,verified,Baichuan,1
14792445703,unconfirmed,Lucinda,1
87371174741,unconfirmed,Jamie,1
33436104022,verified,Christian,1
9443771993,verified,Michael,1
8736979254,unconfirmed,Tale,1
93169983246,unconfirmed,Mayra,2
29296549962,unconfirmed,Doug,1
67670775340,unconfirmed,Alex,2
36505050016,verified,Joseph,1
20870009501,verified,Ja'Tovia,1
26294047339,verified,Gal,12
70768532950,verified,Shelly,1
79642221920,verified,Ken,87
57348444172,unconfirmed,Elliot,2
41432539899,unconfirmed,Anthony,26
29356702962,unconfirmed,Austen,1
71089946953,unconfirmed,Marla,1
39224726220,verified,Amanda,1
73471064903,unconfirmed,Amit,1
57767260735,unconfirmed,Aicha,1
96415730428,unconfirmed,Janelle,1
56803784206,verified,Rosa,1
9647556697,unconfirmed,Jean,2
46912706338,verified,Maggie,1
63929583299,unconfirmed,Serra Victoria,1
17077296527,unconfirmed,George,1
19714842562,unconfirmed,Christina,1
50055500145,unconfirmed,Erica,1
34058707475,unconfirmed,Elicia,3
7627242778,unconfirmed,Sasha,1
73410463530,unconfirmed,Elicia,3
50466820519,unconfirmed,Robert,1
98256074856,verified,Quinlan & Barbara,1
73435256451,verified,Sean,1
14208384379,verified,Elicia,3
5888265779,verified,Ed,1
35486633648,unconfirmed,Kelsey,1
40345535175,unconfirmed,Ken,87
92178237217,unconfirmed,Michelle,1
25309834875,verified,Ken,87
46150066169,unconfirmed,Peter,1
34174818258,unconfirmed,Meggan,1
27886490762,verified,Stacy,1
35035882808,unconfirmed,Ken,87
84929479748,unconfirmed,Ken,87
70548691296,unconfirmed,Judy,1
25623426281,unconfirmed,Kara,121
15766903421,verified,Varos,2
61661995717,unconfirmed,Lucy,1
10816682721,verified,Taylor,1
18728203223,unconfirmed,Ezra,2
89616323581,unconfirmed,Anna,1
23394646721,unconfirmed,Ling,1
27686124566,unconfirmed,Ben,4
41103092400,verified,Roxane,1
23520119365,verified,Rachael,1
60608789261,unconfirmed,Caitlin,1
77618417017,unconfirmed,Mark,1
32513021327,unconfirmed,Rachael,1
40218262400,verified,Ken,87
42773910651,verified,Maya,1
56131220724,unconfirmed,Kofi,1
66092031254,unconfirmed,Bret,5
33356088433,unconfirmed,Isaac,1
47979059151,verified,Ben,1
54288731601,verified,Casey,1
30178405725,unconfirmed,Andy,2
41873615279,verified,Kange,1
16975921305,unconfirmed,Laura,1
46038428974,unconfirmed,Nicole,1
97171880728,verified,Ragi,1
83526602382,unconfirmed,Claudia,1
59836809562,verified,Matt,1
83151393346,unconfirmed,Jennifer,1
56411239165,verified,Katie,1
44831094568,unconfirmed,Bridget,1
15425509352,verified,Anna,1
95944341470,unconfirmed,Jesse,2
54436066164,verified,Andrea,1
90302927227,verified,Anni,1
625420902,verified,Hakan,3
9425238771,verified,Gia,1
21269731863,verified,Emily,1
19514602540,verified,Jean,2
83110174202,verified,Ruchi,49
63350245263,unconfirmed,Jacob,4
62959908793,unconfirmed,Juan,1
43471129841,verified,Stephen,1
5243499343,verified,Mary,1
63892020867,verified,Eleni,1
9666468015,unconfirmed,Gary,1
8703780112,verified,Wasim,1
66447464175,unconfirmed,Zichen,1
19868159641,unconfirmed,Perri,1
84142327324,unconfirmed,Sarah,2
78748894775,unconfirmed,Emily,1
91999496244,verified,Allyson,1
1752593336,verified,Jean,2
50621645634,verified,Jennifer,1
69869976562,verified,Jeremy & Laura,96
50887871724,unconfirmed,Silvia,8
8859019999,verified,Vadim,2
84122056222,unconfirmed,Leticia,1
36268643166,verified,Lawrence,1
75887052432,verified,Khalil,1
45973134565,verified,Sarah,1
66354189075,verified,Tony,1
35665330376,verified,Siyu,1
78144902683,unconfirmed,Ruchi,49
21614195258,verified,Valerie Lynn-McDonough,1
1095894150,verified,Ruchi,49
98371222977,verified,Skye,1
44015542276,unconfirmed,Ben,2
78910733359,unconfirmed,Eve,1
43007978175,unconfirmed,Millie,1
94806274920,verified,Rhemy,3
30495068456,verified,Alexis,1
84453743422,verified,Sophie,8
67735269607,verified,Mirza,1
38755035286,verified,Renata And Howard,2
15003019393,unconfirmed,Marwa,1
76857168320,unconfirmed,Yuanyuan,1
91105179316,unconfirmed,Julia,1
49089294258,verified,Letha M.,1
76232057198,unconfirmed,Devin,1
12922837038,unconfirmed,Paige,1
54381261771,verified,Rachel,2
94593265015,verified,Jordan,1
60834733473,verified,George Steven,6
55842360785,verified,Silvia,8
76173404682,verified,Morgan,1
75750586262,unconfirmed,Harvey,1
13539896837,verified,Justin,1
4180448150,unconfirmed,Jeff,1
62445241133,unconfirmed,Wil,1
37594218443,verified,Tai,1
66227942739,unconfirmed,Noah,1
92023659770,unconfirmed,Glenn,1
367759565,verified,Maya,1
9902461121,verified,Taeko,1
35670383383,unconfirmed,Vlad,1
30694290424,verified,Fone,3
6853058375,verified,Parth,1
31634776784,unconfirmed,Caroline,1
53834385329,unconfirmed,Dylana,3
29123870173,unconfirmed,Luke,1
66055805879,unconfirmed,Gg,1
6669518452,verified,Diana,2
88902374833,verified,Brian,1
14285075768,unconfirmed,Carmen,1
73679323988,verified,Aida,2
88897706208,unconfirmed,Bernardo,2
3282264910,unconfirmed,Ferenc,1
6002720612,unconfirmed,Sean,2
91528041028,verified,Arturo,1
3525805474,verified,Pierre-Alexis,1
89569645825,verified,James,1
37481271865,verified,Brennen,1
70076919039,unconfirmed,Sue,1
44995792841,unconfirmed,Paloma,1
61330599039,unconfirmed,Karin,1
75776004632,verified,Ozge,1
69242067539,verified,Lydia,1
74468056015,verified,Marie,1
21113619108,unconfirmed,Wallace,1
97935245929,unconfirmed,Gillian,1
94754185602,unconfirmed,Viviana,1
71628136651,verified,Kevin,1
75941290038,verified,Tola,1
67295830813,unconfirmed,Calliea,1
21736359045,unconfirmed,Mark,1
71958432044,unconfirmed,Dawn,1
62595785019,unconfirmed,Aurelie,2
62378956192,verified,Britt,1
75917049048,unconfirmed,Viviana,2
65841601073,verified,Nina,1
45223279965,unconfirmed,Noel,1
92356218900,unconfirmed,Yiming (Steven),1
80276371053,verified,Benjamin,21
41865307178,verified,Alexandria,1
98702011738,unconfirmed,Emily,1
41740661698,unconfirmed,Aden,1
55182965161,unconfirmed,Omar,1
92323814079,verified,CRNY Monthly Rentals,31
45535971656,verified,Mario & Marijke,2
63766702555,verified,David,3
27831488613,verified,David,4
13703022329,verified,David,4
73826635915,unconfirmed,Caitlin,1
38391273330,unconfirmed,Roberto,1
81709767621,unconfirmed,David,4
28962367889,verified,David,3
71913213548,verified,Fadi And Michael,1
73641550190,verified,Christopher Und Nora,1
61639050571,unconfirmed,Cory,1
42377842645,unconfirmed,Maura,1
60242102223,unconfirmed,Andrea,1
69552880781,unconfirmed,Jake,1
36511101815,verified,Ryan,1
81848879358,verified,Sophia,1
65967476714,verified,Chelsea,1
23016597530,verified,Landon,1
45161056591,unconfirmed,Katharine,3
67583774904,unconfirmed,Michael,1
98591296339,unconfirmed,Gabrielle,1
15947153374,unconfirmed,Marie-Luisa,1
6586325158,verified,Dorothy,1
27184387002,verified,Jocelyn,1
56390720353,unconfirmed,Tobias,1
82895958400,unconfirmed,Amara,1
8675552103,unconfirmed,Maki,1
27335078021,unconfirmed,Christina,1
2641206134,verified,Alex,1
23386421315,unconfirmed,Simon,1
2322728314,verified,Dylan,2
13647079632,unconfirmed,Marissa,1
10980669915,unconfirmed,Stefan,1
52058789690,verified,Rlg,5
53333832701,unconfirmed,Hardy,1
7386006848,verified,Lannon,1
62121834366,verified,Irina,2
61396338681,unconfirmed,Laura,12
95001426422,unconfirmed,Megan,1
83121503950,unconfirmed,Yukee,6
31311755496,verified,Sam,3
15389448446,unconfirmed,Breath Beyond,3
17208831684,unconfirmed,Lucas,1
6792328397,unconfirmed,Tiffany,1
60688894667,verified,Angela,2
16546461691,verified,Sarah,1
74103076971,unconfirmed,Katelyn,1
21141603403,verified,Katie,1
26989911126,verified,Isa,1
19956029906,verified,Michel,1
77928543353,unconfirmed,Laura,12
30235458967,verified,Raul,1
11385301259,unconfirmed,Maria,1
53011370599,unconfirmed,Jean&  Toney,3
34505388261,verified,Jean&  Toney,3
98143001678,unconfirmed,Leza,1
36126713434,unconfirmed,Etta,1
43642198437,verified,Roshan,1
9434699826,unconfirmed,Mark,1
91119011645,verified,David,1
81964202829,verified,Anna,1
9500955568,unconfirmed,Sarah,2
87335699525,verified,Owen,1
11366338115,unconfirmed,Julie,1
94749839998,unconfirmed,Nate,1
49022528486,unconfirmed,Wenqin,4
28554655179,verified,Sunny,4
21613402963,unconfirmed,Skye,1
8373789044,verified,Brad,1
98025897724,unconfirmed,Julia,1
24682907367,verified,Laura,12
41419449240,unconfirmed,Gabriel,1
4872845182,unconfirmed,Lisa,1
65558533782,verified,Jonathan,1
26834367019,unconfirmed,Cesar,1
17017832465,verified,Nicky,1
33041882195,unconfirmed,Justin,1
14497236611,verified,Yaron,4
75321028602,unconfirmed,Juan,1
96803228899,unconfirmed,Janea,1
8165081186,unconfirmed,Paulo,1
96711326274,unconfirmed,Thomas,1
92356606495,unconfirmed,C-Van,2
76256546402,unconfirmed,Gregory,2
21095490069,unconfirmed,Angelica,1
39047471204,verified,Stacey,1
88745421689,unconfirmed,Habib,1
57248735367,verified,Marie,1
1202490939,verified,Yaron,4
83501622128,unconfirmed,Yaron,4
55449470609,unconfirmed,David,1
64490449730,unconfirmed,John,3
37746241420,unconfirmed,Shahar,1
55314028523,verified,Rohit,1
82355569799,unconfirmed,Dana,1
52011008500,unconfirmed,Carli,1
2256234307,unconfirmed,Ana,2
76002709760,unconfirmed,Kara,121
19306025033,unconfirmed,Beck,2
62691983413,unconfirmed,Ivonne,1
62735472709,verified,Daria,1
82846417834,unconfirmed,Malene,1
74769274108,unconfirmed,Darcy And Ross,1
87942244235,verified,En & Lora,4
80693623902,verified,Mimie,2
24390007950,unconfirmed,Eugene,6
82107012517,verified,Mindy,1
89120753720,verified,Kathryn,1
89410113112,verified,Kara,121
84387265060,unconfirmed,Diana,1
3098416305,verified,Michael,1
19671917392,verified,Emmanuel,1
32156387037,unconfirmed,Jeanne,2
96426252587,verified,Lyshaan,1
11578925185,verified,Erika,3
23949754304,unconfirmed,Grant,1
93601076476,unconfirmed,Ira,7
48717598856,unconfirmed,Ania,1
65900262234,verified,Dave And Shaceline,1
85510653806,verified,Jeffrey,1
30794782619,verified,Adriana,1
49774198800,verified,David,1
89272868321,verified,Christian,1
30095890449,verified,Penny,1
1296812722,verified,Anne,1
55354505485,verified,Vanessa,1
2518355003,unconfirmed,Shon,1
16818889699,verified,Halston,1
8968344215,unconfirmed,Vianney,1
7256408866,unconfirmed,Thomas,1
91965237152,verified,Nicole,1
21199946102,verified,Vernon,2
66632586180,unconfirmed,Michael,1
64285517190,unconfirmed,Sarah-Joan,1
13149954821,unconfirmed,Alice,1
69727785427,unconfirmed,Ioannis,1
77019982485,unconfirmed,Jamie,3
8099328833,verified,Scott,1
86831586007,unconfirmed,Colin,1
766157584,verified,Patrick,1
6136848916,unconfirmed,Farrah,1
80730143578,verified,Aaron,2
75773239284,verified,Gregory,2
87262705063,unconfirmed,Robert,1
87903066201,verified,Althea,1
91984292892,unconfirmed,Elise,1
38057303207,verified,Ashton,1
66729990271,unconfirmed,Lauren Wesley,1
30368826093,unconfirmed,Jamie,3
64912722528,unconfirmed,Sarah-Jane,2
75986059847,unconfirmed,Carole,1
37337900969,verified,Kyla,5
72805563025,unconfirmed,Cem,2
79099869854,verified,Wyatt,1
64430371048,verified,Evan,1
81286794929,verified,Moenen,1
92420878273,verified,Landon,1
12464586320,unconfirmed,Brendan,1
91241395495,unconfirmed,Will,1
53156653204,unconfirmed,Sylvia,1
81493937044,unconfirmed,Giselle,1
50024642296,verified,Chelsea,1
19604125492,unconfirmed,Kris,1
354717311,verified,Alan,1
93379400109,unconfirmed,Victoria,1
44936716385,verified,Allison,1
87332163516,unconfirmed,Fahim,2
8598787601,verified,Brian,1
44533803173,unconfirmed,En & Lora,4
58772706618,verified,Idil,2
58180542444,unconfirmed,Josh+Emily,1
11001098960,unconfirmed,Gregory,1
8298493762,verified,Jamie,1
29216771409,unconfirmed,Petra,1
58779669963,verified,Ella,1
39028941481,verified,Joshua,1
41945796804,unconfirmed,Catalina,1
33476240698,unconfirmed,Rahel,1
21455014644,verified,Rated,33
26407649166,unconfirmed,Corporate Housing,91
9199166785,verified,Easton,5
93187588971,verified,Michelle,1
42209374798,unconfirmed,Stephen,1
32338311897,verified,Eddie,1
89899221833,verified,Ruchi,49
94600485001,verified,Ken,87
59351207825,unconfirmed,Jilly,1
33977822788,unconfirmed,Caitlin,1
63340888361,unconfirmed,Imri,2
29632052956,verified,Wesley,1
45465425400,unconfirmed,Zachary,1
29248784117,unconfirmed,Victoria,1
2611818314,unconfirmed,Benjamin,21
57805536425,unconfirmed,Kyle,1
44530137521,verified,Kara,121
13843667561,unconfirmed,Danai,1
53447904211,verified,Antonio,1
13565059149,verified,Sam,5
36896600121,unconfirmed,Kevin And Kitty,4
80876736528,verified,Sabina,1
33802692681,verified,Brook,1
67961283965,unconfirmed,Corporate Housing,91
19640892424,verified,Godfrey,1
29354631332,unconfirmed,Nancy,1
84373974697,verified,Jessy,1
53868111593,verified,Hope,1
3720420183,unconfirmed,Breath Beyond,3
25121739393,unconfirmed,Erika,1
89989336561,verified,Sarah,1
1351043151,verified,Alexandra,1
24351123048,verified,Kareem,1
91818444359,verified,Greg & Adriane,1
31933692474,verified,Kristina,2
11813280718,unconfirmed,Kunal,1
22262401140,verified,Kevin,1
41564327526,unconfirmed,Miguel,2
37289290603,verified,John,1
6316187713,verified,Ana,1
37573414230,unconfirmed,Tobias,1
43639219641,verified,Betsy,1
86858514877,unconfirmed,Rich,3
74666865620,unconfirmed,Nell,1
93252115844,verified,Alex,1
8768205560,verified,Corporate Housing,91
12356479043,unconfirmed,Robert,1
15051672582,unconfirmed,Dawn,2
86903593741,verified,Taylor,1
22106439105,verified,Deena,1
45433579461,unconfirmed,Eduardo,1
81992564034,verified,John,1
86765291453,verified,Gabriela,2
46825007168,unconfirmed,Corporate Housing,91
26786339480,verified,Connie,1
53138314960,verified,Oded,1
60160531481,unconfirmed,Jill,1
51488351079,verified,Heath,1
27549673878,unconfirmed,Utku,1
57329758611,unconfirmed,Robert,1
17115038717,verified,Sierra64,1
32830571057,verified,Omar,1
24689206510,verified,CRNY Monthly Rentals,31
37037751415,unconfirmed,Kai,1
67463609898,unconfirmed,Matt,2
76996209210,verified,Emmett,1
5921316339,unconfirmed,Mathieu,3
23076308353,unconfirmed,Amine,1
47599593666,unconfirmed,Andrew,1
86421831467,verified,Juan,2
52632259432,verified,Jp,4
17641411844,unconfirmed,Miriam,1
50271222956,unconfirmed,Devon,1
60271814559,unconfirmed,Sasha,7
39757263346,unconfirmed,Andre,1
37547140144,verified,Naga,1
82239914446,unconfirmed,Jeremy,1
61215386962,verified,Jyllian,1
82309817367,verified,Tk,1
76982376261,unconfirmed,Eleanor,1
21788529747,unconfirmed,Kara,121
350568551,unconfirmed,Kara,121
23545794552,unconfirmed,Kara,121
74789057924,verified,Ruby,1
98184021992,verified,Michael And Sandra,1
92698313931,verified,Kara,121
280114213,verified,Hakan,3
29524948248,verified,Neel,1
97290576966,unconfirmed,Maija,1
7206521926,verified,Brian,1
92768903123,unconfirmed,Zack,1
65969975923,verified,Kara,121
53285530569,unconfirmed,Ken,87
27071365320,verified,Mason,1
43342022885,unconfirmed,Kara,121
37854621555,verified,Omar,1
12379911605,verified,Yaron,4
44483742458,unconfirmed,Kara,121
68515685769,unconfirmed,Kara,121
71618631838,verified,Kara,121
64427843034,unconfirmed,Kyle,23
74306808211,verified,Agustina,1
34053645527,unconfirmed,Kara,121
96062682069,unconfirmed,Alexandrinho,1
3540201401,verified,Kara,121
23243615365,unconfirmed,Kara,121
26904156078,verified,Antonia,1
85991998406,verified,Courtney-Brooke,1
48971988360,verified,Amy,1
80532392085,verified,Sister Shai,1
53999941221,verified,Matt,1
44784970066,unconfirmed,Laszlo,1
42644293763,unconfirmed,Cassidy,1
87285767683,verified,Steven,1
17116657450,unconfirmed,Kyle,23
59030658912,verified,Kyle,23
18990049183,verified,Kyle,23
31042612968,verified,Christine,1
65115938323,unconfirmed,Nicole,1
7047990343,unconfirmed,En & Lora,4
56671196790,unconfirmed,Andrew,1
6953488359,unconfirmed,Dennis J.,1
13972381830,unconfirmed,Mayra,2
85064626450,unconfirmed,Paul,1
65803233847,unconfirmed,Kara,121
11622044044,unconfirmed,Alisa,1
71108368990,unconfirmed,Sayre,1
69953715009,unconfirmed,Zoe,1
91834251054,unconfirmed,Clair&Charles,1
23929534726,verified,Kyle,23
42056370183,unconfirmed,Cam,1
46815814743,unconfirmed,Lucy,1
87526961620,unconfirmed,Raphaëlle,1
3768960189,verified,Joel,1
41301586047,unconfirmed,Raoul,1
9607888522,unconfirmed,Anna & Keith,1
82728634938,verified,Nancy And David,1
55964439009,unconfirmed,Chris And Zaneta,4
94472501968,verified,Justin,1
89270441329,unconfirmed,Kent,1
47523800489,verified,Lee,1
47964416911,verified,Jessica,1
63102157995,unconfirmed,Xier,1
83111074787,unconfirmed,Marta,1
32884646271,verified,Kelly,1
60253653749,verified,Julian,1
33421713106,verified,Arman,1
50007836302,unconfirmed,Mikalena,1
57513590911,verified,Yi Qun,3
8924409322,verified,Yi Qun,3
15560921159,verified,Andrew,1
18701648158,verified,Andi,2
15279806759,unconfirmed,Jesse,1
74148753504,verified,Kris,1
50477259941,verified,Kyle,23
21846412557,unconfirmed,Lau,1
30097306510,unconfirmed,Tony,1
92904873774,verified,Kyle,23
29786735320,unconfirmed,Matthew,1
93215906504,verified,Samantha,1
81215270665,unconfirmed,Phuong,3
16778601458,verified,Cooper,1
84524300001,verified,Laye,1
52063235561,unconfirmed,Panya,1
46349814735,unconfirmed,Valeria,1
34173048460,verified,Dominik,5
24303334579,verified,Dominik,5
64054498076,unconfirmed,Dayne,1
40553626275,unconfirmed,Angelo,1
45118647873,unconfirmed,Emma,1
52812744044,unconfirmed,Allon,1
59638138745,unconfirmed,William,3
33965305980,verified,Richard,1
12335461458,unconfirmed,Breiana,1
83979027971,unconfirmed,Deirdre,3
89795792819,verified,Nat,1
11680127309,unconfirmed,Stephen,1
909465878,verified,Anna,1
63096368533,unconfirmed,Brett,1
49147452827,verified,Julie,1
81621839652,verified,David,2
84565170588,verified,Mary,1
37119599666,unconfirmed,Susan,2
18100324600,verified,Eugene,1
84939611287,unconfirmed,Lili,1
64360057182,verified,Jerrel,1
35330798899,verified,David,1
44124922837,verified,Zakaria,1
24244660766,verified,Bryan,1
48151358091,unconfirmed,Amanda,2
51675350493,unconfirmed,Noemi,1
79070716566,verified,Ange,1
90076364806,unconfirmed,Douglas,2
7457408635,verified,James,2
19895404926,unconfirmed,Raymond,1
53870025627,verified,Gianni,1
59041856137,verified,Michael,1
76102553894,verified,Antoine,1
29650340620,verified,Nina,1
16043020212,verified,Roberto,3
70996062131,verified,Reynaldo,2
30348478948,unconfirmed,Maria,1
9591938151,unconfirmed,Alicia,1
55812447889,verified,Ivan And Emily,1
62478880763,unconfirmed,Kylie,1
18210915678,verified,Ksenia,1
96038779594,unconfirmed,Pepa,1
30399381729,verified,Stacey Rae,2
60737541776,unconfirmed,Ellen,1
55456768882,unconfirmed,Petros,1
66212412301,unconfirmed,Bernardo,2
96781566062,unconfirmed,Kelly,1
58611197894,unconfirmed,Erez,1
14460197459,verified,Anne,1
1174582435,unconfirmed,Erika,3
84902260747,verified,Natalia,1
24855626787,unconfirmed,Erika,3
49142637318,verified,Anna,1
50938259108,unconfirmed,Blake,1
94140531689,verified,Shannon,1
94209422804,unconfirmed,Adam,1
39569218154,verified,Illy,1
40193578746,verified,Morgan,1
93257137478,verified,Alex,1
54665998270,verified,Vinciane,2
174412671,verified,Kaitlyn,1
36520372602,unconfirmed,Michele,1
19275100211,verified,Emily,2
17768228541,unconfirmed,Daniel,1
43630049529,verified,Julie,2
27105873924,unconfirmed,Roxy,1
8071324108,unconfirmed,Justin,3
21440495573,verified,C.S.,1
76329064473,unconfirmed,Sue,1
7021624630,verified,Justin,3
1610725723,unconfirmed,DrAnita,1
26892092526,verified,Sarah,1
20991832736,unconfirmed,Meghan,1
7949294782,unconfirmed,Giovanna,2
1583343633,verified,Verena,2
90158265788,verified,Will,1
85449060451,verified,Neil,1
76341500082,unconfirmed,Shanee,2
55522546265,unconfirmed,Douglas,3
75425495990,unconfirmed,John,1
30819720968,verified,Maris,1
93481333653,unconfirmed,Charles,1
49092591329,unconfirmed,Andrew,2
49316494987,unconfirmed,Kanak,1
23377617050,verified,Kyle,1
91851278211,verified,Ken,87
45910609444,verified,Asha,1
65622046237,unconfirmed,Sam,5
5783656862,verified,Carlos,1
51242021518,unconfirmed,Bernadette,1
24702244438,verified,Nicole,1
79173829801,verified,Damian,1
25633395694,unconfirmed,Jessica,1
86481630967,unconfirmed,Wanyi,1
37461083150,unconfirmed,Rachel,2
10578995491,verified,Tom & Lily,3
28811879236,unconfirmed,Ryan,1
49391454205,verified,Daniel,1
44990679170,verified,Lori,2
90551544799,verified,Howard,1
2198292886,unconfirmed,Masha,1
91319114105,verified,Daniel,1
30266341510,verified,Nicholas,1
12298766793,verified,Ashley,1
96196364205,verified,Veraalba,1
85450294804,unconfirmed,Kara,121
5537644523,unconfirmed,Ken,87
68207618681,unconfirmed,Hudson,1
27176236754,unconfirmed,Bev,1
9743541761,unconfirmed,Evan,1
33771204997,unconfirmed,Sunny,4
92824217760,verified,Ephraim,4
41466696356,unconfirmed,Tny,12
67922899990,unconfirmed,Stephen,1
93558553125,verified,Alison,1
14306471149,verified,Cheryl,1
90614807128,unconfirmed,Pippa,1
63077118010,verified,Iris,1
44858853649,verified,Judah,1
53341280844,verified,Ephraim,4
34815901441,unconfirmed,Lorenzo,1
41180284803,verified,Ken,87
82114726496,verified,Sen & Ti,1
17348083862,unconfirmed,Michael,1
60066454155,unconfirmed,Mark,1
10535751817,verified,Sheena,1
80129978432,unconfirmed,Andre,8
97488169732,unconfirmed,Marielle,1
32564348938,verified,Andre,8
37374041593,unconfirmed,Brian,1
22501067117,verified,Alexander,1
38558154480,unconfirmed,Andre,8
46499278342,verified,Miraya,1
72386160322,unconfirmed,Llerone,1
54593373876,verified,Ben,4
24203220360,unconfirmed,Josh,1
5213685166,verified,Chris,1
32200011289,verified,Allan,1
82477628061,unconfirmed,Seohee,2
35555025407,verified,Elizabeth,1
68447568701,verified,Joel,1
49106517632,unconfirmed,Bridget,1
96730703226,verified,Arthur,1
10764735647,unconfirmed,Joy,1
47361295017,verified,Sijia,1
71150236122,unconfirmed,Henry,1
97530446846,verified,Bridget,1
2976850112,unconfirmed,Eric,1
14791116631,verified,Ken,87
8861411278,unconfirmed,Ellen,1
43828965635,verified,Alik,1
70293724829,unconfirmed,Cheryn,1
71578175890,verified,Joshua,1
73293632849,verified,Ken,87
48760098093,verified,Ken,87
82697546664,unconfirmed,Sarah,1
36559284263,verified,Eric,2
72008629406,unconfirmed,Ken,87
13009055338,verified,Mike,52
2640809842,unconfirmed,CRNY Monthly Rentals,31
78580646078,verified,Ken,87
37382237386,unconfirmed,Fernando,1
57566042806,verified,Dori,1
74492410019,verified,Ken,87
9326341211,verified,Zahra,1
64439117153,unconfirmed,Keryn,1
16528885781,verified,Morgan,1
77714948640,unconfirmed,Tracey,1
27807670068,verified,Philippia,1
91529514309,verified,Corporate Housing,91
90281546461,unconfirmed,Richard,1
90335361249,verified,Rlg,5
28355978652,verified,Austin,1
96475569011,verified,Lauren And Ben,1
55118791564,verified,Gayle,1
96563100509,verified,Para,1
16838557710,unconfirmed,Tamara,1
8766329864,verified,George Steven,6
86339380836,verified,Ondina,1
1633107684,unconfirmed,Taran & Najla,2
60130054982,verified,W. Alvaro,3
44991357638,unconfirmed,Will,1
23273565300,unconfirmed,Jewel,2
18161011311,verified,Laura,1
2200079793,unconfirmed,Marcus,1
9299672988,verified,Angela,4
52172282063,verified,Ken,87
56457779398,unconfirmed,Ken,87
88507989676,unconfirmed,Evan,3
57987722335,unconfirmed,W. Alvaro,3
95175791114,unconfirmed,Jay Cee,1
47248532044,verified,Anne-Marie,1
93035872221,verified,Francis,1
53581445398,unconfirmed,Ruchi,49
66764214403,unconfirmed,Gabriel,1
51891914521,verified,David,1
43156438271,verified,Timothy + Gina,2
54571236036,unconfirmed,Aris,1
2744071283,verified,Frank,1
22747744886,unconfirmed,Daniel,2
39513016124,verified,Kiley,1
62388691524,unconfirmed,Daniel,1
60246110293,unconfirmed,Jessie,1
71145506721,unconfirmed,Stephanie,1
78360296619,unconfirmed,Gregory,1
94383638141,verified,Cate,1
24819651653,verified,Sofia,1
49764623920,unconfirmed,Srulik,1
64931907063,verified,Krystina,1
85307514133,verified,Edward,1
22178773405,unconfirmed,Paul,2
45792761205,unconfirmed,Cortland,1
9918079574,verified,Brian,1
50268109140,verified,Shira,1
43646047461,verified,Chris,1
62648438785,verified,Laura,1
10810489668,unconfirmed,Silvia,1
18627570309,verified,Brian,1
31905317833,unconfirmed,Vincent And Jessica,1
57925686366,verified,Bozhena,3
89908121208,verified,Shoshana,2
61149863241,verified,Sarah,1
43675371301,verified,Anthony,1
59305169065,verified,William,2
7439973581,unconfirmed,David,10
74528094117,verified,Shervin,2
72140178934,verified,Sarah,3
1917126082,verified,Michael,1
14436018640,unconfirmed,Matthew,1
67532874089,verified,Jay,1
79272982252,unconfirmed,Ivonne,1
47887592755,unconfirmed,Nathan,1
43839406101,unconfirmed,Mira,2
17327284710,unconfirmed,Alex,1
15204937275,verified,Jungwon,1
5111900939,unconfirmed,Miriam,1
627848926,unconfirmed,Patricia,1
39696335865,verified,Doreen,1
2446987368,unconfirmed,Dragica,1
