id,number_of_reviews,last_review,reviews_per_month,review_rate_number
14561958,53,6/28/2019,2.24,5
14562510,10,10/19/2018,0.41,5
14563063,24,12/31/2017,1.01,2
14563615,1,7/31/2017,0.04,1
14564167,20,7/01/2019,0.85,2
14564719,1,7/30/2017,0.04,1
14565272,49,6/21/2019,2.3,3
14565824,6,6/23/2018,0.42,5
14566376,5,9/04/2017,0.21,3
14566929,0,,,3
14567481,8,6/21/2019,0.35,4
14568033,40,6/23/2019,1.66,2
14568586,1,8/01/2017,0.04,3
14569138,1,12/28/2018,0.16,4
14569690,1,4/10/2018,0.07,2
14570242,42,7/06/2019,1.76,4
14570795,0,,,2
14571347,5,9/07/2017,0.21,5
14571899,4,4/06/2019,0.17,5
14572452,0,,,4
14573004,6,10/30/2017,0.25,4
14573556,8,12/30/2017,0.33,1
14574109,23,7/06/2019,0.96,2
14574661,16,4/21/2019,0.66,5
14575213,20,5/07/2019,0.83,3
14575765,0,,,4
14576318,0,,,5
14576870,9,6/03/2018,0.41,2
14577422,52,6/24/2019,2.17,3
14577975,1,8/15/2017,0.04,4
14578527,4,10/09/2018,0.2,1
14579079,42,6/03/2019,1.78,5
14579632,0,,,2
14580184,3,10/27/2017,0.12,5
14580736,12,6/24/2019,0.53,3
14581288,0,,,2
14581841,4,11/05/2018,0.19,3
14582393,1,5/21/2019,0.61,2
14582945,11,10/22/2017,0.46,3
14583498,1,1/20/2018,0.06,4
14584050,42,7/01/2019,1.81,4
14584602,36,6/24/2019,1.74,4
14585155,0,,,2
14585707,15,7/01/2019,0.64,2
14586259,26,5/05/2019,1.09,3
14586811,20,7/01/2019,0.86,3
14587364,1,8/04/2017,0.04,4
14587916,102,7/08/2019,4.27,5
14588468,23,5/27/2019,1.05,5
14589021,15,6/07/2018,0.62,2
14589573,11,10/10/2017,0.47,1
14590125,0,,,1
14590678,27,6/09/2019,1.15,3
14591230,8,7/28/2017,0.33,1
14591782,0,,,1
14592334,1,10/08/2017,0.05,5
14592887,4,9/03/2018,0.22,5
14593439,2,10/02/2018,0.09,3
14593991,10,4/30/2019,0.43,1
14594544,6,9/20/2017,0.26,4
14595096,5,8/29/2018,0.24,3
14595648,57,7/08/2019,2.41,5
14596201,8,4/24/2019,0.37,1
14596753,0,,,3
14597305,7,4/20/2018,0.29,1
14597857,0,,,5
14598410,14,6/27/2019,0.66,3
14598962,1,8/07/2017,0.04,3
14599514,3,12/29/2017,0.13,1
14600067,40,5/19/2019,1.74,3
14600619,1,8/29/2017,0.04,2
14601171,1,11/25/2017,0.05,3
14601724,3,10/30/2018,0.27,2
14602276,24,7/01/2019,1.14,2
14602828,5,1/11/2019,0.26,5
14603380,3,7/30/2017,0.12,3
14603933,56,6/30/2019,2.91,2
14604485,2,6/09/2019,0.12,3
14605037,36,5/27/2019,1.54,3
14605590,0,,,5
14606142,51,6/24/2019,2.12,5
14606694,1,5/27/2019,0.7,5
14607247,0,,,1
14607799,35,6/29/2019,1.56,1
14608351,105,7/07/2019,4.38,2
14608903,28,5/30/2019,1.17,1
14609456,56,6/22/2019,2.48,1
14610008,20,7/05/2019,0.89,2
14610560,26,5/29/2019,1.08,4
14611113,59,6/15/2019,2.47,2
14611665,7,7/25/2017,0.29,5
14612217,0,,,3
14612770,16,8/20/2018,0.68,4
14613322,29,7/01/2019,1.29,1
14613874,8,10/16/2017,0.34,1
14614426,1,8/14/2017,0.04,5
14614979,3,8/17/2017,0.12,3
14615531,1,11/19/2017,0.05,5
14616083,5,7/09/2018,0.21,4
14616636,3,1/01/2018,0.13,1
14617188,12,11/25/2018,0.5,4
14617740,6,12/12/2017,0.26,4
14618293,7,10/16/2017,0.3,4
14618845,79,5/08/2019,3.33,1
14619397,0,,,1
14619949,86,5/11/2019,3.55,3
14620502,0,,,5
14621054,2,7/01/2018,0.1,2
14621606,28,6/22/2019,1.23,2
14622159,18,7/03/2019,0.75,5
14622711,3,8/13/2017,0.13,1
14623263,14,4/19/2019,0.67,1
14623816,3,6/19/2018,0.12,3
14624368,33,6/02/2019,1.4,1
14624920,21,7/04/2019,0.9,5
14625472,0,,,2
14626025,1,7/19/2017,0.04,4
14626577,0,,,1
14627129,4,3/20/2018,0.17,2
14627682,0,,,1
14628234,2,8/24/2017,0.09,1
14628786,8,6/03/2019,0.36,1
14629339,69,6/30/2019,2.9,2
14629891,3,8/23/2017,0.13,3
14630443,0,,,1
14630995,0,,,1
14631548,102,6/21/2019,4.23,2
14632100,1,1/03/2018,0.05,5
14632652,1,7/24/2017,0.04,4
14633205,1,7/31/2017,0.04,5
14633757,37,6/30/2019,1.55,3
14634309,110,6/30/2019,4.75,2
14634862,6,1/20/2019,0.25,5
14635414,138,7/01/2019,5.73,5
14635966,15,5/23/2019,0.68,5
14636518,28,7/04/2019,1.92,2
14637071,80,6/28/2019,3.35,1
14637623,0,,,2
14638175,95,6/22/2019,4.09,2
14638728,14,9/13/2018,0.72,3
14639280,2,5/03/2019,0.19,4
14639832,2,8/29/2017,0.09,4
14640385,5,5/31/2019,0.22,1
14640937,35,4/21/2019,1.52,2
14641489,20,6/19/2019,0.84,3
14642041,3,10/20/2018,0.31,3
14642594,0,,,3
14643146,36,5/02/2019,1.56,1
14643698,108,6/29/2019,4.49,2
14644251,111,7/07/2019,4.61,3
14644803,97,6/22/2019,4.03,5
14645355,9,2/19/2019,0.43,4
14645908,2,2/28/2018,0.11,4
14646460,112,6/24/2018,4.66,3
14647012,15,5/31/2019,0.66,2
14647564,57,1/14/2019,2.38,5
14648117,54,6/30/2019,2.24,2
14648669,7,2/08/2019,0.33,4
14649221,19,1/08/2018,0.79,4
14649774,0,,,2
14650326,53,7/01/2019,2.24,2
14650878,3,7/07/2018,0.13,2
14651431,38,6/27/2019,1.59,5
14651983,10,12/17/2017,0.45,5
14652535,50,6/23/2019,2.09,2
14653087,2,8/15/2017,0.09,3
14653640,22,5/21/2019,0.96,4
14654192,4,1/01/2019,0.2,5
14654744,3,10/04/2017,0.13,3
14655297,41,12/26/2018,1.72,4
14655849,0,,,4
14656401,0,,,5
14656954,0,,,4
14657506,9,10/31/2018,0.38,4
14658058,2,8/27/2017,0.08,3
14658610,21,12/29/2018,0.89,5
14659163,87,6/23/2019,3.72,4
14659715,25,7/17/2018,1.22,3
14660267,5,9/02/2017,0.21,4
14660820,1,8/29/2017,0.04,4
14661372,113,6/23/2019,4.71,2
14661924,20,1/01/2019,0.94,2
14662477,8,9/21/2017,0.34,3
14663029,4,3/31/2018,0.18,2
14663581,2,7/27/2017,0.08,5
14664133,10,12/26/2018,0.42,5
14664686,14,11/24/2018,0.65,5
14665238,0,,,3
14665790,2,10/18/2017,0.09,4
14666343,1,7/27/2017,0.04,5
14666895,0,,,3
14667447,1,1/02/2019,0.16,3
14668000,6,6/30/2019,1.33,5
14668552,6,8/26/2018,0.26,2
14669104,0,,,3
14669656,43,11/11/2018,1.85,5
14670209,0,,,2
14670761,3,6/15/2019,0.12,2
14671313,11,9/09/2018,0.46,2
14671866,7,1/03/2018,0.3,3
14672418,0,,,4
14672970,3,9/04/2017,0.13,2
14673523,0,,,4
14674075,23,3/26/2019,0.96,2
14674627,7,10/04/2017,0.29,5
14675179,6,10/19/2017,0.26,5
14675732,5,12/30/2018,0.22,2
14676284,2,4/23/2018,0.12,4
14676836,63,7/03/2019,2.78,5
14677389,1,12/29/2017,0.05,5
14677941,46,6/29/2019,1.97,3
14678493,34,6/28/2019,1.41,3
14679046,23,6/01/2019,0.96,2
14679598,8,7/04/2019,0.34,4
14680150,75,7/02/2019,3.24,3
14680702,8,1/28/2019,0.34,4
14681255,51,6/30/2019,2.15,5
14681807,0,,,5
14682359,0,,,3
14682912,2,7/31/2017,0.08,3
14683464,1,5/25/2018,0.07,2
14684016,109,6/29/2019,4.99,5
14684569,6,10/08/2018,0.28,4
14685121,20,5/13/2018,0.84,2
14685673,7,6/23/2019,0.38,4
14686225,6,4/19/2019,0.25,3
14686778,0,,,2
14687330,0,,,5
14687882,16,5/20/2018,0.68,2
14688435,2,6/25/2019,0.11,4
14688987,2,9/03/2017,0.08,2
14689539,20,5/05/2019,0.89,2
14690092,33,6/03/2019,1.42,2
14690644,34,7/02/2019,1.43,4
14691196,1,8/16/2017,0.04,5
14691748,7,1/16/2018,0.3,3
14692301,1,2/24/2019,0.22,4
14692853,9,6/25/2019,0.38,5
14693405,2,7/23/2017,0.08,4
14693958,1,6/30/2019,1,3
14694510,0,,,5
14695062,0,,,2
14695615,20,5/16/2019,0.9,2
14696167,68,6/16/2019,2.88,5
14696719,7,2/09/2019,0.64,4
14697271,5,2/27/2019,0.26,5
14697824,8,6/28/2019,0.38,3
14698376,2,6/26/2018,0.09,3
14698928,6,9/26/2017,0.25,3
14699481,36,6/13/2019,1.52,4
14700033,2,7/22/2018,0.1,4
14700585,8,12/08/2017,0.33,2
14701138,3,8/21/2017,0.12,4
14701690,11,1/01/2018,0.48,5
14702242,0,,,5
14702794,0,,,2
14703347,6,10/08/2017,0.25,3
14703899,1,8/12/2017,0.04,3
14704451,21,5/26/2019,0.88,5
14705004,4,3/23/2019,0.17,4
14705556,3,8/16/2017,0.13,3
14706108,1,8/07/2018,0.09,5
14706661,20,5/18/2019,0.89,5
14707213,13,6/07/2019,0.68,2
14707765,7,5/30/2019,0.33,5
14708317,3,10/17/2017,0.13,4
14708870,6,6/17/2019,0.27,4
14709422,0,,,4
14709974,0,,,3
14710527,1,8/15/2017,0.04,5
14711079,3,8/12/2018,0.13,4
14711631,29,6/29/2019,1.22,2
14712184,9,3/21/2019,0.39,4
14712736,2,8/06/2017,0.08,3
14713288,2,8/14/2017,0.08,3
14713840,1,9/28/2018,0.11,2
14714393,0,,,2
14714945,8,9/26/2018,0.42,4
14715497,0,,,4
14716050,5,9/23/2018,0.38,5
14716602,100,6/23/2019,4.19,2
14717154,70,6/23/2019,2.93,5
14717707,80,6/23/2019,3.35,3
14718259,59,6/24/2019,2.52,5
14718811,4,8/28/2017,0.17,4
14719363,1,9/28/2017,0.05,5
14719916,81,6/23/2019,3.53,5
14720468,15,5/27/2019,0.65,3
14721020,8,4/04/2018,0.34,2
14721573,2,5/21/2019,0.32,4
14722125,45,6/25/2019,2.18,2
14722677,10,10/24/2018,0.42,5
14723230,1,9/17/2017,0.05,4
14723782,67,6/11/2019,2.99,2
14724334,24,5/18/2019,1.03,4
14724886,5,8/29/2018,0.21,5
14725439,19,6/22/2019,0.84,5
14725991,0,,,5
14726543,29,6/09/2019,1.3,3
14727096,7,6/24/2019,0.37,2
14727648,1,12/06/2017,0.05,5
14728200,27,7/05/2019,1.14,3
14728753,0,,,2
14729305,2,4/22/2018,0.09,2
14729857,0,,,3
14730409,1,11/05/2017,0.05,4
14730962,29,6/26/2019,2.82,3
14731514,4,8/23/2017,0.17,3
14732066,4,8/12/2017,0.17,4
14732619,74,6/24/2019,3.13,5
14733171,130,6/29/2019,5.6,4
14733723,0,,,3
14734276,5,5/25/2019,0.21,4
14734828,2,8/18/2017,0.08,3
14735380,0,,,3
14735932,30,6/25/2019,1.28,2
14736485,0,,,2
14737037,4,1/05/2019,0.22,2
14737589,4,4/30/2019,0.32,4
14738142,0,,,3
14738694,7,9/03/2018,0.31,3
14739246,54,6/17/2019,2.38,2
14739799,1,8/03/2017,0.04,5
14740351,8,12/03/2018,0.52,2
14740903,7,6/29/2019,0.34,4
14741455,1,1/23/2018,0.06,4
14742008,19,11/11/2018,0.8,4
14742560,9,6/26/2019,0.38,5
14743112,1,9/02/2017,0.04,3
14743665,1,8/20/2017,0.04,2
14744217,11,7/03/2019,0.77,2
14744769,0,,,3
14745322,2,8/09/2017,0.09,3
14745874,3,5/27/2019,0.17,3
14746426,3,12/05/2017,0.15,3
14746978,5,1/04/2018,0.21,4
14747531,37,5/29/2019,1.57,3
14748083,5,2/26/2019,0.56,3
14748635,3,9/11/2017,0.13,3
14749188,72,6/15/2019,3.13,4
14749740,43,7/01/2019,1.97,3
14750292,0,,,3
14750845,136,7/06/2019,5.86,5
14751397,6,9/22/2018,0.26,3
14751949,25,5/02/2018,1.09,2
14752501,11,5/25/2019,0.49,3
14753054,3,11/24/2017,0.13,5
14753606,0,,,2
14754158,2,8/28/2017,0.09,3
14754711,10,2/18/2019,0.42,4
14755263,1,11/24/2017,0.05,4
14755815,20,5/08/2019,0.91,3
14756368,56,6/23/2019,2.37,5
14756920,104,6/22/2019,4.53,4
14757472,82,5/12/2019,3.64,3
14758024,9,7/02/2019,0.42,5
14758577,19,7/01/2019,0.81,3
14759129,0,,,4
14759681,13,5/23/2019,0.56,4
14760234,0,,,2
14760786,6,9/28/2018,0.28,5
14761338,3,5/27/2019,0.36,3
14761891,15,7/06/2019,0.76,3
14762443,0,,,3
14762995,0,,,3
14763547,10,5/05/2019,0.43,2
14764100,23,11/11/2018,0.99,2
14764652,54,11/28/2018,2.3,3
14765204,69,6/23/2019,2.92,2
14765757,1,6/22/2019,1,2
14766309,0,,,4
14766861,3,5/05/2019,0.63,3
14767414,18,4/23/2019,0.78,2
14767966,0,,,5
14768518,5,9/01/2017,0.21,3
14769070,0,,,3
14769623,1,8/05/2017,0.04,3
14770175,41,7/06/2019,1.77,3
14770727,2,12/04/2017,0.09,2
14771280,2,8/13/2017,0.09,4
14771832,3,8/24/2017,0.13,2
14772384,3,9/04/2017,0.13,2
14772937,7,10/31/2017,0.31,4
14773489,14,1/01/2018,0.59,5
14774041,4,9/01/2017,0.17,2
14774593,13,4/24/2019,0.68,2
14775146,70,5/29/2019,3.12,2
14775698,3,5/26/2019,0.19,4
14776250,62,6/14/2019,2.79,4
14776803,40,6/19/2019,1.7,5
14777355,5,6/30/2019,0.26,3
14777907,3,8/11/2018,0.14,3
14778460,5,5/04/2019,0.24,4
14779012,5,9/18/2018,0.21,4
14779564,72,6/19/2019,3.02,3
14780116,103,7/02/2019,4.34,4
14780669,13,6/08/2019,0.63,2
14781221,65,6/18/2019,2.78,3
14781773,17,6/18/2019,0.83,2
14782326,1,7/16/2018,0.08,2
14782878,7,9/28/2018,0.51,5
14783430,3,6/11/2019,0.13,5
14783983,24,10/28/2018,1.12,4
14784535,0,,,5
14785087,13,10/21/2017,0.56,5
14785639,2,7/29/2017,0.08,4
14786192,4,3/09/2019,0.17,3
14786744,11,5/31/2019,0.47,5
14787296,91,6/22/2019,3.82,2
14787849,0,,,4
14788401,28,4/22/2019,1.22,2
14788953,1,8/20/2017,0.04,2
14789506,17,6/17/2019,0.78,3
14790058,3,8/16/2017,0.13,2
14790610,2,10/08/2017,0.09,4
14791162,48,6/14/2019,2.04,2
14791715,5,3/24/2019,0.39,2
14792267,0,,,4
14792819,0,,,3
14793372,3,9/17/2017,0.13,3
14793924,130,7/04/2019,5.73,2
14794476,0,,,4
14795029,2,5/20/2019,0.38,4
14795581,3,5/20/2018,0.19,4
14796133,0,,,4
14796685,0,,,3
14797238,36,7/05/2019,1.52,3
14797790,14,10/30/2018,0.61,2
14798342,90,5/30/2019,3.8,2
14798895,0,,,5
14799447,6,5/19/2019,0.48,2
14799999,53,1/19/2019,2.65,3
14800552,4,1/01/2018,0.17,3
14801104,5,7/24/2018,0.21,4
14801656,1,7/02/2019,1,2
14802208,9,1/02/2019,0.38,4
14802761,1,9/04/2017,0.04,3
14803313,0,,,3
14803865,21,1/14/2018,0.89,4
14804418,72,6/29/2019,3.11,4
14804970,0,,,4
14805522,,6/21/2019,1.65,5
14806075,4,12/30/2018,0.22,5
14806627,68,6/30/2019,2.97,2
14807179,11,6/27/2019,0.46,5
14807731,53,6/23/2019,2.31,5
14808284,1,8/31/2017,0.04,3
14808836,38,6/13/2019,2.08,4
14809388,3,11/10/2017,0.14,5
14809941,26,6/30/2019,1.1,5
14810493,0,,,3
14811045,24,6/23/2019,1.02,2
14811598,32,6/25/2019,1.46,4
14812150,39,6/30/2019,1.69,4
14812702,5,6/20/2019,0.21,4
14813254,0,,,2
14813807,3,10/21/2018,0.14,4
14814359,1,9/04/2017,0.04,5
14814911,1,8/16/2017,0.04,3
14815464,0,,,2
14816016,33,3/05/2019,1.49,5
14816568,23,6/09/2019,0.99,3
14817121,0,,,4
14817673,19,1/27/2018,0.81,5
14818225,4,6/16/2019,0.19,4
14818777,1,12/14/2017,0.05,2
14819330,3,4/29/2019,1.02,2
14819882,10,11/05/2017,0.45,5
14820434,10,9/23/2018,0.51,2
14820987,9,5/19/2019,0.38,5
14821539,26,6/22/2019,1.11,3
14822091,3,8/06/2017,0.13,2
14822644,6,12/31/2018,0.25,3
14823196,1,8/24/2017,0.04,4
14823748,51,1/05/2019,2.15,3
14824300,2,1/01/2018,0.11,3
14824853,3,8/31/2017,0.13,3
14825405,3,9/08/2017,0.13,4
14825957,11,6/13/2019,0.48,4
14826510,11,8/26/2018,0.47,4
14827062,0,,,2
14827614,97,6/19/2019,4.19,2
14828167,5,8/25/2017,0.21,5
14828719,5,11/05/2018,0.27,4
14829271,0,,,3
14829823,57,6/30/2019,2.57,3
14830376,1,8/15/2017,0.04,5
14830928,0,,,5
14831480,6,8/31/2017,0.26,2
14832033,82,6/23/2019,3.52,3
14832585,27,6/13/2019,1.22,5
14833137,1,8/01/2017,0.04,4
14833690,68,5/12/2019,2.89,5
14834242,1,7/30/2017,0.04,3
14834794,35,6/08/2019,1.5,5
14835346,27,6/16/2019,1.67,5
14835899,9,6/07/2019,0.45,5
14836451,1,1/01/2018,0.05,3
14837003,4,9/19/2018,0.18,5
14837556,6,4/09/2018,0.36,4
14838108,6,6/11/2019,0.3,4
14838660,2,8/20/2017,0.09,2
14839213,1,9/28/2018,0.11,3
14839765,2,8/26/2017,0.09,3
14840317,33,6/20/2019,1.49,3
14840869,46,6/16/2019,2.19,4
14841422,27,10/26/2018,1.21,2
14841974,92,6/27/2019,4.13,4
14842526,4,9/04/2017,0.17,5
14843079,8,4/16/2019,0.34,4
14843631,0,,,5
14844183,25,7/01/2019,1.07,2
14844736,24,3/24/2019,1.01,3
14845288,58,1/01/2019,2.48,5
14845840,27,12/18/2018,1.19,5
14846392,0,,,4
14846945,0,,,5
14847497,0,,,4
14848049,39,7/07/2019,1.72,4
14848602,0,,,3
14849154,2,10/16/2017,0.09,4
14849706,5,6/09/2019,0.42,2
14850259,2,8/12/2017,0.09,5
14850811,3,6/23/2018,0.13,5
14851363,35,7/01/2019,1.57,4
14851915,0,,,5
14852468,7,5/21/2019,0.38,5
14853020,6,3/19/2018,0.27,2
14853572,3,5/03/2018,0.14,4
14854125,7,7/03/2019,0.35,5
14854677,24,12/08/2018,1.11,2
14855229,0,,,4
14855782,10,12/03/2017,0.43,2
14856334,43,6/01/2019,1.87,3
14856886,1,8/20/2017,0.04,3
14857438,117,6/20/2019,4.94,3
14857991,56,5/26/2019,2.37,3
14858543,34,5/23/2019,1.47,3
14859095,7,9/30/2018,0.56,3
14859648,2,10/27/2017,0.09,3
14860200,5,2/19/2018,0.23,5
14860752,30,7/01/2019,1.28,3
14861305,0,,,3
14861857,172,6/24/2019,7.27,4
14862409,1,8/14/2017,0.04,2
14862961,0,,,3
14863514,0,,,5
14864066,4,8/28/2017,0.17,2
14864618,17,6/24/2019,0.76,4
14865171,28,7/07/2019,2.26,4
14865723,0,,,2
14866275,163,6/21/2019,6.9,5
14866828,9,7/05/2019,2.87,5
14867380,1,8/23/2017,0.04,2
14867932,3,8/11/2018,0.13,4
14868484,24,7/01/2019,1.04,3
14869037,10,5/25/2019,0.45,2
14869589,4,9/04/2018,0.17,5
14870141,10,6/26/2019,0.51,2
14870694,11,1/01/2019,0.48,2
14871246,141,6/30/2019,5.94,5
14871798,2,9/27/2017,0.08,4
14872351,0,,,3
14872903,73,5/29/2019,3.16,4
14873455,0,,,4
14874007,2,10/07/2018,0.16,4
14874560,59,6/18/2019,3.09,5
14875112,26,6/07/2019,1.28,2
14875664,26,5/23/2019,1.25,3
14876217,71,6/22/2019,3,4
14876769,0,,,5
14877321,8,4/29/2019,0.35,5
14877874,41,6/29/2019,2.23,2
14878426,12,6/17/2019,0.55,3
14878978,4,10/24/2017,0.17,5
14879530,32,4/22/2019,1.39,4
14880083,20,5/15/2019,0.96,5
14880635,95,6/27/2019,4.19,4
14881187,8,5/29/2019,0.4,2
14881740,20,6/10/2019,1.05,5
14882292,5,2/21/2019,0.38,2
14882844,3,8/24/2017,0.13,4
14883397,5,4/19/2019,0.22,5
14883949,2,8/30/2018,0.09,4
14884501,1,8/13/2017,0.04,4
14885053,97,7/07/2019,4.38,4
14885606,21,6/18/2019,1.14,3
14886158,7,6/27/2019,0.32,5
14886710,107,7/06/2019,4.77,3
14887263,0,,,5
14887815,12,11/05/2017,0.51,4
14888367,4,4/28/2019,0.34,3
14888920,6,8/26/2017,0.26,5
14889472,2,9/14/2017,0.09,4
14890024,1,8/16/2018,0.09,2
14890576,6,5/16/2019,0.31,5
14891129,7,4/29/2019,0.34,5
14891681,21,12/11/2018,0.96,4
14892233,16,9/20/2018,0.71,4
14892786,1,12/02/2018,0.14,2
14893338,17,12/03/2018,0.73,5
14893890,8,7/16/2018,0.35,3
14894443,101,6/23/2019,4.29,4
14894995,0,,,4
14895547,3,8/27/2017,0.13,2
14896099,3,11/01/2018,0.28,2
14896652,1,2/23/2018,0.06,4
14897204,25,5/18/2019,1.1,5
14897756,1,8/06/2017,0.04,5
14898309,66,6/23/2019,2.81,3
14898861,74,6/26/2019,3.19,2
14899413,105,6/14/2019,4.49,4
14899966,2,3/11/2019,0.09,2
14900518,4,8/14/2017,0.17,5
14901070,14,5/05/2019,0.62,4
14901622,3,12/26/2017,0.13,4
14902175,78,6/12/2019,3.51,4
14902727,3,6/24/2019,0.17,4
14903279,2,11/25/2017,0.09,4
14903832,5,11/23/2017,0.22,4
14904384,4,1/04/2019,0.17,2
14904936,1,7/02/2019,1,3
14905489,1,8/28/2017,0.04,2
14906041,36,6/21/2018,1.55,4
14906593,13,5/26/2019,0.56,5
14907145,9,11/09/2017,0.4,4
14907698,1,8/20/2017,0.04,5
14908250,0,,,4
14908802,8,10/14/2017,0.35,3
14909355,4,8/18/2017,0.17,3
14909907,60,6/30/2019,2.66,2
14910459,87,6/23/2019,3.75,2
14911012,58,6/10/2019,2.5,5
14911564,50,6/30/2019,3.01,2
14912116,65,6/07/2019,2.87,3
14912668,54,5/22/2018,2.36,4
14913221,35,6/23/2019,1.52,4
14913773,63,6/01/2019,2.81,4
14914325,55,6/19/2019,2.42,3
14914878,86,7/07/2019,3.68,4
14915430,2,8/24/2018,0.09,5
14915982,0,,,4
14916535,64,7/06/2019,2.73,5
14917087,5,9/06/2018,0.22,5
14917639,2,11/18/2017,0.09,3
14918191,5,6/25/2018,0.22,3
14918744,3,8/27/2017,0.13,3
14919296,131,6/17/2019,5.7,5
14919848,0,,,5
14920401,17,6/23/2019,0.73,4
14920953,4,9/28/2017,0.18,5
14921505,33,6/19/2019,1.47,4
14922058,0,,,3
14922610,31,6/25/2018,1.34,2
14923162,92,6/28/2019,3.93,2
14923714,0,,,2
14924267,35,6/21/2019,1.63,2
14924819,14,4/28/2019,0.9,2
14925371,0,,,2
14925924,86,6/23/2019,3.68,2
14926476,40,6/18/2019,1.76,4
14927028,2,8/28/2017,0.09,3
14927581,153,6/22/2019,6.59,5
14928133,1,8/31/2017,0.04,4
14928685,2,8/29/2017,0.09,3
14929237,3,6/29/2018,0.13,5
14929790,3,9/07/2017,0.13,2
14930342,5,8/31/2018,0.21,5
14930894,11,11/25/2017,0.47,5
14931447,42,6/30/2019,1.79,5
14931999,59,6/08/2019,2.52,5
14932551,2,10/28/2017,0.1,4
14933104,8,4/23/2018,0.34,3
14933656,3,8/24/2017,0.13,2
14934208,11,5/31/2019,0.48,3
14934760,5,10/19/2018,0.26,3
14935313,11,9/03/2018,0.48,4
14935865,0,,,4
14936417,2,9/12/2017,0.09,3
14936970,6,1/20/2019,0.26,5
14937522,29,6/30/2019,1.31,2
14938074,2,11/01/2018,0.21,5
14938627,0,,,4
14939179,3,5/26/2019,0.16,2
14939731,106,6/12/2019,4.54,5
14940283,7,9/23/2018,0.3,4
14940836,1,8/06/2017,0.04,5
14941388,5,6/30/2018,0.22,3
14941940,0,,,3
14942493,98,6/26/2019,5.19,5
14943045,0,,,3
14943597,178,6/22/2019,7.57,2
14944150,72,6/30/2019,3.14,4
14944702,100,6/22/2019,4.27,5
14945254,62,6/30/2019,2.7,5
14945806,11,6/01/2019,0.49,3
14946359,3,10/09/2017,0.14,4
14946911,310,7/06/2019,13.27,5
14947463,0,,,2
14948016,1,8/17/2017,0.04,5
14948568,1,8/03/2018,0.09,3
14949120,3,6/14/2019,0.21,3
14949673,81,6/23/2019,3.5,2
14950225,93,6/21/2019,4.1,5
14950777,1,11/13/2017,0.05,2
14951329,91,6/26/2019,3.92,3
14951882,5,5/01/2019,0.22,5
14952434,74,6/22/2019,3.19,5
14952986,1,12/03/2018,0.14,3
14953539,1,11/19/2017,0.05,3
14954091,4,7/01/2019,0.17,4
14954643,0,,,3
14955196,2,8/22/2017,0.09,4
14955748,6,10/02/2018,0.26,5
14956300,9,6/03/2019,0.4,3
14956852,31,5/24/2019,1.35,4
14957405,48,6/22/2019,2.44,3
14957957,25,9/01/2018,1.11,4
14958509,4,1/01/2018,0.18,2
14959062,61,6/23/2019,2.6,3
14959614,1,8/11/2017,0.04,2
14960166,2,9/16/2018,0.14,2
14960719,9,4/14/2018,0.46,3
14961271,34,6/09/2019,1.69,5
14961823,5,6/12/2019,0.35,5
14962375,5,10/28/2017,0.22,4
14962928,5,6/19/2019,5,5
14963480,0,,,5
14964032,95,5/26/2019,4.09,5
14964585,50,6/09/2019,2.16,4
14965137,19,6/27/2019,0.81,4
14965689,85,7/01/2019,3.74,3
14966242,2,8/27/2017,0.09,5
14966794,4,8/19/2017,0.17,4
14967346,119,7/02/2019,5.2,2
14967898,1,8/19/2017,0.04,3
14968451,48,6/30/2019,2.31,4
14969003,114,6/20/2019,4.97,3
14969555,9,2/19/2019,0.39,5
14970108,12,6/22/2019,0.55,5
14970660,2,8/27/2017,0.09,5
14971212,64,6/20/2019,2.85,2
14971765,1,3/24/2018,0.06,5
14972317,54,6/24/2019,2.34,5
14972869,2,8/29/2017,0.09,5
14973421,5,11/04/2017,0.21,2
14973974,70,6/21/2019,3.06,4
14974526,5,5/07/2018,0.26,5
14975078,7,9/03/2018,0.33,2
14975631,58,6/30/2019,2.7,4
14976183,25,7/01/2019,1.78,4
14976735,21,3/18/2019,0.91,3
14977288,18,6/18/2019,0.77,4
14977840,24,6/16/2019,1.05,4
14978392,25,6/30/2019,1.09,2
14978944,34,4/26/2018,1.5,2
14979497,0,,,3
14980049,4,10/22/2017,0.18,4
14980601,0,,,2
14981154,45,6/17/2019,2,4
14981706,0,,,4
14982258,0,,,3
14982811,34,6/11/2019,1.47,4
14983363,2,6/30/2018,0.09,4
14983915,0,,,5
14984467,2,8/21/2017,0.09,3
14985020,29,11/09/2018,1.41,4
14985572,13,5/26/2019,0.77,5
14986124,1,2/04/2018,0.06,2
14986677,41,6/06/2019,1.93,3
14987229,23,5/03/2018,1.03,4
14987781,115,6/23/2019,4.94,2
14988334,18,7/05/2019,0.79,5
14988886,2,8/27/2017,0.09,4
14989438,0,,,3
14989990,4,9/09/2018,0.18,3
14990543,16,1/17/2018,0.68,5
14991095,0,,,4
14991647,2,6/28/2019,0.09,5
14992200,89,6/30/2019,3.92,2
14992752,2,11/21/2017,0.09,5
14993304,0,,,5
14993857,14,2/24/2019,0.61,5
14994409,6,12/16/2018,0.27,2
14994961,28,7/04/2019,1.76,2
14995513,0,,,2
14996066,115,6/29/2019,4.95,2
14996618,1,4/08/2019,0.32,4
14997170,58,6/20/2019,2.53,3
14997723,6,12/30/2018,0.33,3
14998275,139,7/03/2019,5.95,4
14998827,3,8/15/2017,0.13,5
